timestamp,Pressure_kPa
2025-01-01 00:00:16,369.2695246159093
2025-01-01 00:00:48,351.79645237026324
2025-01-01 00:01:58,357.0273157883037
2025-01-01 00:02:58,352.960978989641
2025-01-01 00:04:10,354.0453176406904
2025-01-01 00:05:20,365.2453507748997
2025-01-01 00:07:08,352.6168878248677
2025-01-01 00:08:42,
2025-01-01 00:10:42,356.92451465315435
2025-01-01 00:12:11,384.6603711073024
2025-01-01 00:12:59,374.0967492112589
2025-01-01 00:13:45,
2025-01-01 00:16:01,371.8053158917237
2025-01-01 00:17:28,362.305883477279
2025-01-01 00:19:28,384.43126754865966
2025-01-01 00:20:39,338.7695096301535
2025-01-01 00:21:47,391.04621543857166
2025-01-01 00:23:02,369.318278572484
2025-01-01 00:23:51,365.4475866831277
2025-01-01 00:24:58,357.97492492842133
2025-01-01 00:28:26,360.280715385235
2025-01-01 00:29:46,368.7817424731621
2025-01-01 00:33:39,412.2608408088519
2025-01-01 00:37:11,387.51928350308526
2025-01-01 00:38:26,398.1978800434088
2025-01-01 00:38:42,387.6565218633235
2025-01-01 00:42:18,401.4551139944808
2025-01-01 00:42:38,406.9022947186298
2025-01-01 00:43:55,419.5382182338416
2025-01-01 00:45:37,397.2956459078122
2025-01-01 00:48:45,381.5606281023485
2025-01-01 00:51:45,393.2507179634672
2025-01-01 00:53:11,412.4343904329573
2025-01-01 00:53:36,432.8887952697747
2025-01-01 00:54:32,415.6806281129476
2025-01-01 00:56:27,398.5846333517081
2025-01-01 00:57:44,431.5043113359101
2025-01-01 00:57:58,442.22721954399685
2025-01-01 01:01:08,410.7056178083579
2025-01-01 01:06:36,419.3513978683748
2025-01-01 01:11:18,397.7438461319485
2025-01-01 01:12:05,433.8808635864088
2025-01-01 01:13:06,453.38038459489087
2025-01-01 01:17:49,446.3077574068198
2025-01-01 01:19:11,413.728904835686
2025-01-01 01:19:50,437.42731941637686
2025-01-01 01:21:42,439.9035641560076
2025-01-01 01:24:00,423.6192051260104
2025-01-01 01:26:18,441.1275177681144
2025-01-01 01:30:15,428.0060333060418
2025-01-01 01:32:10,454.84806858484745
2025-01-01 01:33:03,389.4094208723296
2025-01-01 01:33:18,437.4868513305282
2025-01-01 01:34:41,455.865184875799
2025-01-01 01:35:13,452.0706829551367
2025-01-01 01:37:29,427.1495943474849
2025-01-01 01:38:06,423.4416383847935
2025-01-01 01:39:32,
2025-01-01 01:40:44,441.7168727083176
2025-01-01 01:44:22,424.5389935946698
2025-01-01 01:46:19,442.2087189835712
2025-01-01 01:48:19,428.4644718019011
2025-01-01 01:52:38,
2025-01-01 01:55:01,430.0003632905133
2025-01-01 01:56:58,428.1534240864066
2025-01-01 01:58:06,435.00871585362114
2025-01-01 02:04:03,456.9593980450907
2025-01-01 02:06:13,443.2981170508822
2025-01-01 02:09:08,400.1631695311201
2025-01-01 02:10:58,441.8400881102039
2025-01-01 02:12:11,429.8778024844477
2025-01-01 02:13:11,427.292007816654
2025-01-01 02:13:43,427.2161808735977
2025-01-01 02:14:41,431.4849781019637
2025-01-01 02:15:31,419.9158233853244
2025-01-01 02:15:55,395.4364712953916
2025-01-01 02:17:19,409.2162677106284
2025-01-01 02:18:19,402.6147838841888
2025-01-01 02:19:37,431.9189153048757
2025-01-01 02:19:56,394.8951791443397
2025-01-01 02:22:36,409.0144418634591
2025-01-01 02:24:35,399.8995470821594
2025-01-01 02:26:38,430.7488154057997
2025-01-01 02:26:54,412.19668753281167
2025-01-01 02:28:15,420.4577167096687
2025-01-01 02:29:56,440.6089960484511
2025-01-01 02:30:57,418.26096993261336
2025-01-01 02:35:02,407.75188296441934
2025-01-01 02:37:06,417.35451991442943
2025-01-01 02:38:10,390.559152835968
2025-01-01 02:43:03,392.1466078553112
2025-01-01 02:43:53,401.433037670201
2025-01-01 02:45:53,396.15239401623904
2025-01-01 02:47:10,383.14158702273227
2025-01-01 02:48:39,405.5532512068701
2025-01-01 02:50:13,397.3282851999809
2025-01-01 02:53:21,420.6835434316337
2025-01-01 02:54:05,445.3518006727584
2025-01-01 02:57:52,424.4039988120309
2025-01-01 02:59:39,450.7123060039333
2025-01-01 03:00:40,410.5867421138973
2025-01-01 03:01:31,414.6615950086031
2025-01-01 03:02:43,420.3096869892348
2025-01-01 03:03:31,418.33595837579225
2025-01-01 03:05:05,418.7680533965725
2025-01-01 03:06:38,390.64471482884267
2025-01-01 03:10:23,388.6803379990723
2025-01-01 03:11:55,
2025-01-01 03:14:30,398.4234561922928
2025-01-01 03:16:03,415.6511046907688
2025-01-01 03:17:01,415.8972132493749
2025-01-01 03:18:01,414.4016230638687
2025-01-01 03:19:27,398.1301308965347
2025-01-01 03:23:06,362.7469229663571
2025-01-01 03:28:59,401.1373288409932
2025-01-01 03:29:27,387.63585952803606
2025-01-01 03:31:19,369.5137367364989
2025-01-01 03:34:00,359.0085535001542
2025-01-01 03:35:36,
2025-01-01 03:40:07,360.0775682460884
2025-01-01 03:40:50,361.7856174822363
2025-01-01 03:41:24,362.3857919113452
2025-01-01 03:43:47,369.18499153379634
2025-01-01 03:44:36,361.1019351030351
2025-01-01 03:45:13,357.55745098056235
2025-01-01 03:46:41,357.6631404253048
2025-01-01 03:47:27,358.8910342207665
2025-01-01 03:48:40,321.1674860992039
2025-01-01 03:49:11,332.13937560813883
2025-01-01 03:51:15,364.8194210918137
2025-01-01 03:52:02,334.41869596525584
2025-01-01 03:52:32,361.04148743446297
2025-01-01 03:56:27,347.3348849341207
2025-01-01 03:59:24,339.94464343806175
2025-01-01 04:00:04,330.61925481248176
2025-01-01 04:02:37,341.1583768572119
2025-01-01 04:04:04,349.3173492613255
2025-01-01 04:07:26,321.6540672345641
2025-01-01 04:08:15,321.3827026383299
2025-01-01 04:08:42,333.0835110546008
2025-01-01 04:09:30,337.35962906316456
2025-01-01 04:14:58,312.06168287138723
2025-01-01 04:15:44,312.7121546697233
2025-01-01 04:17:28,314.06274925049274
2025-01-01 04:18:19,289.1113008951099
2025-01-01 04:18:46,329.55772035144287
2025-01-01 04:20:00,295.6885985430574
2025-01-01 04:20:37,316.084869565336
2025-01-01 04:23:47,301.7933892524693
2025-01-01 04:25:04,307.99788924384086
2025-01-01 04:25:15,286.3220200926219
2025-01-01 04:26:30,321.2301814554616
2025-01-01 04:29:47,293.951629486416
2025-01-01 04:31:07,306.30457849256766
2025-01-01 04:32:13,287.9448391295251
2025-01-01 04:34:21,275.74910420652634
2025-01-01 04:36:56,288.4838601339856
2025-01-01 04:37:15,265.72813825081727
2025-01-01 04:37:48,287.0675153436556
2025-01-01 04:38:28,289.43043503059096
2025-01-01 04:39:37,263.4526934621835
2025-01-01 04:40:39,289.6515445453198
2025-01-01 04:42:47,307.21380223574886
2025-01-01 04:44:22,308.3297360439296
2025-01-01 04:46:30,276.8041540523
2025-01-01 04:47:19,
2025-01-01 04:49:47,253.62991534990476
2025-01-01 04:51:15,286.2109227598741
2025-01-01 04:51:34,284.0551999800727
2025-01-01 04:51:36,319.8368841816888
2025-01-01 04:51:38,270.7129750078076
2025-01-01 04:51:40,282.0301146298918
2025-01-01 04:51:42,255.3216562799088
2025-01-01 04:51:44,284.44721010414804
2025-01-01 04:51:46,273.36516154245675
2025-01-01 04:51:48,275.2601287431148
2025-01-01 04:51:50,277.3413574151627
2025-01-01 04:51:52,272.3310027350964
2025-01-01 04:51:54,281.64025516445497
2025-01-01 04:51:56,274.40282036777154
2025-01-01 04:51:58,268.653570729325
2025-01-01 04:52:00,
2025-01-01 04:52:02,277.633188150029
2025-01-01 04:52:04,271.2134424984654
2025-01-01 04:52:06,277.5892086702206
2025-01-01 04:52:08,284.50298517539164
2025-01-01 04:52:10,289.26966280164805
2025-01-01 04:52:12,300.0481272260073
2025-01-01 04:52:14,285.1751440457875
2025-01-01 04:52:16,274.20417761893617
2025-01-01 04:52:18,286.5008880487706
2025-01-01 04:52:20,300.7686395326616
2025-01-01 04:52:22,245.8883781808804
2025-01-01 04:52:24,272.2740412670135
2025-01-01 04:52:26,267.87411785114364
2025-01-01 04:52:28,240.0223491674762
2025-01-01 04:52:30,277.35880282567985
2025-01-01 04:52:32,284.3222065225016
2025-01-01 04:52:34,285.31467255699755
2025-01-01 04:52:36,268.78876733992
2025-01-01 04:52:38,291.0457943210557
2025-01-01 04:52:40,288.49263539021257
2025-01-01 04:52:42,290.81183471054584
2025-01-01 04:52:44,288.9336977208299
2025-01-01 04:52:46,270.0426526548999
2025-01-01 04:52:48,283.3129560355725
2025-01-01 04:52:50,273.27708016702616
2025-01-01 04:52:52,266.46316111691283
2025-01-01 04:52:54,240.9674897372463
2025-01-01 04:52:56,254.85886764604103
2025-01-01 04:52:58,271.3427102669672
2025-01-01 04:53:00,271.25039180087134
2025-01-01 04:53:02,293.12553169345904
2025-01-01 04:53:04,263.4960326335932
2025-01-01 04:53:06,260.7690174662859
2025-01-01 04:53:08,271.99434885911427
2025-01-01 04:53:10,284.3820655841968
2025-01-01 04:53:12,246.1750014678763
2025-01-01 04:53:14,263.682859768965
2025-01-01 04:53:16,275.18713181750155
2025-01-01 04:53:18,276.17386933400155
2025-01-01 04:53:20,252.5383502348757
2025-01-01 04:53:22,296.4831439725538
2025-01-01 04:53:24,265.71807223637524
2025-01-01 04:53:26,310.1797130585753
2025-01-01 04:53:28,277.05473934046057
2025-01-01 04:53:30,259.96305108125443
2025-01-01 04:53:32,267.755310327637
