timestamp,Power_kW
2025-01-01 00:00:09,54.434552072292185
2025-01-01 00:00:16,47.70122268046288
2025-01-01 00:00:32,45.46601697729548
2025-01-01 00:00:48,48.19132101911846
2025-01-01 00:01:08,48.63826785735687
2025-01-01 00:01:58,49.3078330271049
2025-01-01 00:02:13,54.13864841176045
2025-01-01 00:02:58,49.90429373354408
2025-01-01 00:03:41,47.049349078550975
2025-01-01 00:04:10,53.48227501249896
2025-01-01 00:04:41,49.32440776116239
2025-01-01 00:05:20,47.7042915696746
2025-01-01 00:06:08,50.53774936774163
2025-01-01 00:07:08,53.79875280782821
2025-01-01 00:07:52,56.536088491656415
2025-01-01 00:08:42,50.69036382515056
2025-01-01 00:09:41,51.94707747272724
2025-01-01 00:10:42,52.358225105626005
2025-01-01 00:11:47,52.66823766306257
2025-01-01 00:12:11,54.82048802473518
2025-01-01 00:12:25,55.5502849695627
2025-01-01 00:12:59,55.107114133707086
2025-01-01 00:13:06,56.86834642909305
2025-01-01 00:13:45,49.68333458737147
2025-01-01 00:15:48,52.549485935560206
2025-01-01 00:16:01,54.28546174232873
2025-01-01 00:17:05,55.18445398978075
2025-01-01 00:17:28,56.56814671249139
2025-01-01 00:18:10,58.21675057411831
2025-01-01 00:19:28,59.693822452751625
2025-01-01 00:19:36,56.193834817543504
2025-01-01 00:20:39,56.658819948114456
2025-01-01 00:21:46,55.56325523347223
2025-01-01 00:21:47,57.693548146969285
2025-01-01 00:21:54,56.26282129075299
2025-01-01 00:23:02,48.74059634639461
2025-01-01 00:23:10,58.34483183297118
2025-01-01 00:23:51,50.64955060784629
2025-01-01 00:24:40,52.45606972084424
2025-01-01 00:24:58,58.132729103220434
2025-01-01 00:25:06,59.78325673420953
2025-01-01 00:28:26,55.01286136926551
2025-01-01 00:29:11,52.53260109999778
2025-01-01 00:29:46,56.46975776554047
2025-01-01 00:31:25,58.84911747464231
2025-01-01 00:33:39,58.68447383307812
2025-01-01 00:35:41,59.01672559986278
2025-01-01 00:37:11,53.09187651791241
2025-01-01 00:37:31,57.53245066805675
2025-01-01 00:38:26,58.173012193660696
2025-01-01 00:38:37,63.28980217594072
2025-01-01 00:38:42,56.68442042861224
2025-01-01 00:39:45,58.77178078941705
2025-01-01 00:42:18,55.28805538216752
2025-01-01 00:42:23,59.038301189374806
2025-01-01 00:42:38,59.44155815922517
2025-01-01 00:42:40,58.51327828619243
2025-01-01 00:43:55,61.14419556602085
2025-01-01 00:44:57,
2025-01-01 00:45:37,60.68319377331628
2025-01-01 00:47:54,65.03112931487026
2025-01-01 00:48:45,63.076195350868616
2025-01-01 00:49:55,61.0996086582137
2025-01-01 00:51:45,61.32617947048103
2025-01-01 00:52:36,60.36598543134689
2025-01-01 00:53:11,64.76324794178893
2025-01-01 00:53:13,63.39914995075907
2025-01-01 00:53:36,
2025-01-01 00:53:37,64.74847387793338
2025-01-01 00:54:32,61.90381513917552
2025-01-01 00:55:08,63.49176443137732
2025-01-01 00:56:27,63.871388983031565
2025-01-01 00:56:47,60.19755582704477
2025-01-01 00:57:44,66.99628236524825
2025-01-01 00:57:46,63.36916432059523
2025-01-01 00:57:58,62.04048117170567
2025-01-01 01:00:01,62.659645627466695
2025-01-01 01:01:08,68.63290101963675
2025-01-01 01:04:18,66.76668529644213
2025-01-01 01:06:36,60.49843301311539
2025-01-01 01:09:36,69.06085538698854
2025-01-01 01:11:18,64.74971056018124
2025-01-01 01:12:00,62.38350283520555
2025-01-01 01:12:05,64.33582857854189
2025-01-01 01:12:24,67.35452758031536
2025-01-01 01:13:06,60.69251621936817
2025-01-01 01:14:24,62.5790360389271
2025-01-01 01:17:49,61.86818636793696
2025-01-01 01:18:19,65.51213105847962
2025-01-01 01:19:11,65.63631517593369
2025-01-01 01:19:40,67.12704350435858
2025-01-01 01:19:50,64.2544921725429
2025-01-01 01:20:22,65.62097882028074
2025-01-01 01:21:42,
2025-01-01 01:21:49,68.65549664566825
2025-01-01 01:24:00,71.32271773558236
2025-01-01 01:26:14,68.94593830333336
2025-01-01 01:26:18,66.47395531539082
2025-01-01 01:28:05,65.63477624853665
2025-01-01 01:30:15,
2025-01-01 01:31:59,63.78652445208829
2025-01-01 01:32:10,65.21410331752985
2025-01-01 01:32:18,68.20894283807483
2025-01-01 01:33:03,68.54868287527574
2025-01-01 01:33:10,60.99868033785624
2025-01-01 01:33:18,72.28979139093495
2025-01-01 01:34:02,68.05694221678928
2025-01-01 01:34:41,65.36059543803712
2025-01-01 01:34:58,69.5870734188286
2025-01-01 01:35:13,62.347607391223896
2025-01-01 01:35:43,66.2526403115296
2025-01-01 01:37:29,70.61270878139206
2025-01-01 01:38:01,65.73922395698357
2025-01-01 01:38:06,66.42909958647326
2025-01-01 01:38:43,67.63506131333752
2025-01-01 01:39:32,62.01207010854508
2025-01-01 01:40:08,71.20663836337383
2025-01-01 01:40:44,65.96090193283133
2025-01-01 01:43:52,67.9557941612568
2025-01-01 01:44:22,61.67613304844265
2025-01-01 01:45:03,72.45557077664613
2025-01-01 01:46:19,64.84281567813953
2025-01-01 01:47:23,67.11510472203756
2025-01-01 01:48:19,70.099954829843
2025-01-01 01:50:05,72.94891581477904
