timestamp,FlowRate_L_min,fault_type,fault_source
2025-01-01 00:07:52,25.855133717869087,sensor_fault,sensor_fault
2025-01-01 00:19:28,28.96930559807867,misalignment,equipment_fault
2025-01-01 00:31:25,29.40616126921874,sensor_fault,sensor_fault
2025-01-01 00:45:37,29.66414222263018,sensor_fault,sensor_fault
2025-01-01 00:57:46,30.280823192070493,sensor_fault,sensor_fault
2025-01-01 01:19:11,33.70000259952713,sensor_fault,sensor_fault
2025-01-01 01:33:10,33.70000259952713,sensor_fault,sensor_fault
2025-01-01 01:44:22,33.70000259952713,misalignment,equipment_fault
2025-01-01 02:05:03,33.70000259952713,sensor_fault,sensor_fault
2025-01-01 02:15:31,33.70000259952713,lubrication_fault,equipment_fault
2025-01-01 02:24:57,33.70000259952713,sensor_fault,sensor_fault
2025-01-01 02:38:10,33.70000259952713,bearing_fault,equipment_fault
2025-01-01 02:53:52,33.70000259952713,sensor_fault,sensor_fault
2025-01-01 03:05:05,33.70000259952713,sensor_fault,sensor_fault
2025-01-01 03:18:06,33.70000259952713,sensor_fault,sensor_fault
2025-01-01 03:40:07,33.70000259952713,misalignment,equipment_fault
2025-01-01 03:47:33,33.70000259952713,sensor_fault,sensor_fault
2025-01-01 04:00:04,33.70000259952713,sensor_fault,sensor_fault
2025-01-01 04:15:27,33.70000259952713,lubrication_fault,equipment_fault
2025-01-01 04:25:04,33.70000259952713,sensor_fault,sensor_fault
2025-01-01 04:37:08,33.70000259952713,misalignment,equipment_fault
2025-01-01 04:46:30,33.70000259952713,sensor_fault,sensor_fault
2025-01-01 04:51:41,33.70000259952713,lubrication_fault,equipment_fault
2025-01-01 04:51:56,33.70000259952713,lubrication_fault,equipment_fault
2025-01-01 04:52:11,33.70000259952713,lubrication_fault,equipment_fault
2025-01-01 04:52:26,33.70000259952713,lubrication_fault,equipment_fault
2025-01-01 04:52:41,33.70000259952713,lubrication_fault,equipment_fault
2025-01-01 04:52:56,,lubrication_fault,equipment_fault
2025-01-01 04:53:11,33.70000259952713,lubrication_fault,equipment_fault
2025-01-01 04:53:26,33.70000259952713,lubrication_fault,equipment_fault
2025-01-01 04:53:41,33.70000259952713,lubrication_fault,equipment_fault
2025-01-01 04:53:56,33.70000259952713,lubrication_fault,equipment_fault
