timestamp,Speed_RPM
2025-01-01 00:00:16,1308.442468878313
2025-01-01 00:00:48,1604.8206372304442
2025-01-01 00:01:58,1587.3946220858015
2025-01-01 00:02:58,1618.465084059574
2025-01-01 00:04:10,1569.8224863237076
2025-01-01 00:05:20,1583.9955009247774
2025-01-01 00:07:08,1550.1081166203758
2025-01-01 00:08:42,1566.0914368189362
2025-01-01 00:10:42,1521.8881223300862
2025-01-01 00:12:11,1617.6148466239983
2025-01-01 00:12:59,1576.4103599589878
2025-01-01 00:13:45,
2025-01-01 00:16:01,1456.8017910987674
2025-01-01 00:17:28,1617.5617308128838
2025-01-01 00:19:28,1642.926810712397
2025-01-01 00:20:39,1569.9068534412463
2025-01-01 00:21:47,1810.3532352987272
2025-01-01 00:23:02,1752.5628348291928
2025-01-01 00:23:51,1351.6746149967669
2025-01-01 00:24:58,1688.618862739401
2025-01-01 00:28:26,
2025-01-01 00:29:46,1609.1070814419677
2025-01-01 00:33:39,1756.9279033327552
2025-01-01 00:37:11,
2025-01-01 00:38:26,1757.8554992558447
2025-01-01 00:38:42,1614.2940076856166
2025-01-01 00:42:18,1486.1795807219885
2025-01-01 00:42:38,1486.1795807219885
2025-01-01 00:43:55,1486.1795807219885
2025-01-01 00:45:37,1486.1795807219885
2025-01-01 00:48:45,1486.1795807219885
2025-01-01 00:51:45,1486.1795807219885
2025-01-01 00:53:11,1486.1795807219885
2025-01-01 00:53:36,1486.1795807219885
2025-01-01 00:54:32,1486.1795807219885
2025-01-01 00:56:27,1486.1795807219885
2025-01-01 00:57:44,1486.1795807219885
2025-01-01 00:57:58,1486.1795807219885
2025-01-01 01:01:08,1486.1795807219885
2025-01-01 01:06:36,1486.1795807219885
2025-01-01 01:11:18,1486.1795807219885
2025-01-01 01:12:05,1486.1795807219885
2025-01-01 01:13:06,1486.1795807219885
2025-01-01 01:17:49,1486.1795807219885
2025-01-01 01:19:11,1486.1795807219885
2025-01-01 01:19:50,1486.1795807219885
2025-01-01 01:21:42,1486.1795807219885
2025-01-01 01:24:00,1486.1795807219885
2025-01-01 01:26:18,1486.1795807219885
2025-01-01 01:30:15,1486.1795807219885
2025-01-01 01:32:10,1486.1795807219885
2025-01-01 01:33:03,1486.1795807219885
2025-01-01 01:33:18,1486.1795807219885
2025-01-01 01:34:41,1486.1795807219885
2025-01-01 01:35:13,1486.1795807219885
2025-01-01 01:37:29,1486.1795807219885
2025-01-01 01:38:06,1486.1795807219885
2025-01-01 01:39:32,1486.1795807219885
2025-01-01 01:40:44,1486.1795807219885
2025-01-01 01:44:22,1486.1795807219885
2025-01-01 01:46:19,1486.1795807219885
2025-01-01 01:48:19,1486.1795807219885
2025-01-01 01:52:38,1486.1795807219885
2025-01-01 01:55:01,1486.1795807219885
2025-01-01 01:56:58,1486.1795807219885
2025-01-01 01:58:06,1486.1795807219885
2025-01-01 02:04:03,1486.1795807219885
2025-01-01 02:06:13,1486.1795807219885
2025-01-01 02:09:08,1486.1795807219885
2025-01-01 02:10:58,1486.1795807219885
2025-01-01 02:12:11,1486.1795807219885
2025-01-01 02:13:11,1486.1795807219885
2025-01-01 02:13:43,1486.1795807219885
2025-01-01 02:14:41,1486.1795807219885
2025-01-01 02:15:31,1486.1795807219885
2025-01-01 02:15:55,1486.1795807219885
2025-01-01 02:17:19,1486.1795807219885
2025-01-01 02:18:19,1486.1795807219885
2025-01-01 02:19:37,1486.1795807219885
2025-01-01 02:19:56,1486.1795807219885
2025-01-01 02:22:36,
2025-01-01 02:24:35,1486.1795807219885
2025-01-01 02:26:38,1486.1795807219885
2025-01-01 02:26:54,1486.1795807219885
2025-01-01 02:28:15,1486.1795807219885
2025-01-01 02:29:56,1486.1795807219885
2025-01-01 02:30:57,1486.1795807219885
2025-01-01 02:35:02,1486.1795807219885
2025-01-01 02:37:06,1486.1795807219885
2025-01-01 02:38:10,1486.1795807219885
2025-01-01 02:43:03,1486.1795807219885
2025-01-01 02:43:53,1486.1795807219885
2025-01-01 02:45:53,1486.1795807219885
2025-01-01 02:47:10,1486.1795807219885
2025-01-01 02:48:39,1486.1795807219885
2025-01-01 02:50:13,1486.1795807219885
2025-01-01 02:53:21,1486.1795807219885
2025-01-01 02:54:05,1486.1795807219885
2025-01-01 02:57:52,1486.1795807219885
2025-01-01 02:59:39,1486.1795807219885
2025-01-01 03:00:40,1486.1795807219885
2025-01-01 03:01:31,1486.1795807219885
2025-01-01 03:02:43,1486.1795807219885
2025-01-01 03:03:31,
2025-01-01 03:05:05,1486.1795807219885
2025-01-01 03:06:38,1486.1795807219885
2025-01-01 03:10:23,1486.1795807219885
2025-01-01 03:11:55,1486.1795807219885
2025-01-01 03:14:30,1486.1795807219885
2025-01-01 03:16:03,1486.1795807219885
2025-01-01 03:17:01,1486.1795807219885
2025-01-01 03:18:01,1486.1795807219885
2025-01-01 03:19:27,1486.1795807219885
2025-01-01 03:23:06,1260.9821155703792
2025-01-01 03:28:59,1490.4502001589356
2025-01-01 03:29:27,1486.152841611825
2025-01-01 03:31:19,1540.0059568097804
2025-01-01 03:34:00,1529.321034379253
2025-01-01 03:35:36,1270.958427744492
2025-01-01 03:40:07,1606.5703276546549
2025-01-01 03:40:50,1475.8131551902266
2025-01-01 03:41:24,1273.3952602373297
2025-01-01 03:43:47,1531.3054504157758
2025-01-01 03:44:36,1362.1181691438858
2025-01-01 03:45:13,1304.742763282141
2025-01-01 03:46:41,1310.53404722113
2025-01-01 03:47:27,1381.248778048029
2025-01-01 03:48:40,1431.1984947210362
2025-01-01 03:49:11,1362.6635797614715
2025-01-01 03:51:15,1402.9345121304405
2025-01-01 03:52:02,1444.949029031875
2025-01-01 03:52:32,1272.052427647258
2025-01-01 03:56:27,1349.4524826986012
2025-01-01 03:59:24,1273.6585037674126
2025-01-01 04:00:04,1432.896853399442
2025-01-01 04:02:37,
2025-01-01 04:04:04,1439.337065161574
2025-01-01 04:07:26,1260.532662718468
2025-01-01 04:08:15,1357.5006628294836
2025-01-01 04:08:42,1314.0887743759224
2025-01-01 04:09:30,1278.589703225103
2025-01-01 04:14:58,1244.0759660161564
2025-01-01 04:15:44,1020.95408799573
2025-01-01 04:17:28,1242.9439365384526
2025-01-01 04:18:19,1087.3813908244051
2025-01-01 04:18:46,1133.775295355184
