timestamp,Voltage_V
2025-01-01 00:00:16,232.0358650114989
2025-01-01 00:00:48,230.53554897287265
2025-01-01 00:01:58,231.7200666499536
2025-01-01 00:02:58,230.05606693158708
2025-01-01 00:04:10,230.71583468789763
2025-01-01 00:05:20,230.499800964528
2025-01-01 00:07:08,230.0765743073749
2025-01-01 00:08:42,230.87294929309587
2025-01-01 00:10:42,229.5362142970616
2025-01-01 00:12:11,232.8777594350541
2025-01-01 00:12:59,231.18541095119735
2025-01-01 00:13:45,230.85896019157747
2025-01-01 00:16:01,232.2912885027841
2025-01-01 00:17:28,230.56971929908983
2025-01-01 00:19:28,
2025-01-01 00:20:39,231.43215635490225
2025-01-01 00:21:47,230.95453968425485
2025-01-01 00:23:02,230.56528164525847
2025-01-01 00:23:51,232.9413554705457
2025-01-01 00:24:58,231.48690387500963
2025-01-01 00:28:26,232.4678025878881
2025-01-01 00:29:46,234.9764030623797
2025-01-01 00:33:39,233.63928111333735
2025-01-01 00:37:11,234.1733380010509
2025-01-01 00:38:26,234.24657471456027
2025-01-01 00:38:42,236.3386114403163
2025-01-01 00:42:18,234.2409867134824
2025-01-01 00:42:38,234.32839317629336
2025-01-01 00:43:55,233.0213079392469
2025-01-01 00:45:37,233.82172709179025
2025-01-01 00:48:45,233.97482626440933
2025-01-01 00:51:45,236.2867903019492
2025-01-01 00:53:11,236.16667310903296
2025-01-01 00:53:36,234.8042145117761
2025-01-01 00:54:32,234.58744293348823
2025-01-01 00:56:27,
2025-01-01 00:57:44,235.25305353957364
2025-01-01 00:57:58,234.78413796802857
2025-01-01 01:01:08,236.0574738809578
2025-01-01 01:06:36,234.2642279459481
2025-01-01 01:11:18,233.5967138961345
2025-01-01 01:12:05,236.90921406229248
2025-01-01 01:13:06,234.4590606479572
2025-01-01 01:17:49,235.72416570057572
2025-01-01 01:19:11,
2025-01-01 01:19:50,233.49209465600063
2025-01-01 01:21:42,236.27328302828428
2025-01-01 01:24:00,235.4972886455376
2025-01-01 01:26:18,235.61907389274896
2025-01-01 01:30:15,238.36272972360317
2025-01-01 01:32:10,233.58299758445935
2025-01-01 01:33:03,237.841273820393
2025-01-01 01:33:18,235.90877953864037
2025-01-01 01:34:41,236.23678553870332
2025-01-01 01:35:13,237.37467618057167
2025-01-01 01:37:29,234.0994369269673
2025-01-01 01:38:06,235.71509837781227
2025-01-01 01:39:32,237.5145629648241
2025-01-01 01:40:44,238.56562083115384
2025-01-01 01:44:22,238.735410139387
2025-01-01 01:46:19,236.2186279848207
2025-01-01 01:48:19,237.28427251369305
2025-01-01 01:52:38,234.90384827692367
2025-01-01 01:55:01,236.4221982047161
2025-01-01 01:56:58,237.5881188104609
2025-01-01 01:58:06,235.29781781827296
2025-01-01 02:04:03,235.5771282586095
2025-01-01 02:06:13,233.7571664756265
2025-01-01 02:09:08,239.1093636798098
2025-01-01 02:10:58,
2025-01-01 02:12:11,237.05723167777435
2025-01-01 02:13:11,237.8414442615354
2025-01-01 02:13:43,234.56770683702797
2025-01-01 02:14:41,237.25297938376625
2025-01-01 02:15:31,236.4934011813449
2025-01-01 02:15:55,237.7728728965544
2025-01-01 02:17:19,235.06507536902583
2025-01-01 02:18:19,234.7277208011055
2025-01-01 02:19:37,
2025-01-01 02:19:56,235.86090279010293
2025-01-01 02:22:36,235.05446977100223
2025-01-01 02:24:35,237.3014418586695
2025-01-01 02:26:38,234.87468637364103
2025-01-01 02:26:54,235.26381650508972
2025-01-01 02:28:15,234.5036045383711
2025-01-01 02:29:56,235.0238297080766
2025-01-01 02:30:57,234.0888510833053
2025-01-01 02:35:02,237.34979728781803
2025-01-01 02:37:06,234.70877111758884
2025-01-01 02:38:10,233.5722011696819
2025-01-01 02:43:03,235.0668646917754
2025-01-01 02:43:53,235.13576749041812
2025-01-01 02:45:53,233.19994727231605
2025-01-01 02:47:10,233.18846090060285
2025-01-01 02:48:39,232.48678221058128
2025-01-01 02:50:13,234.61725493656397
2025-01-01 02:53:21,234.02183663496825
2025-01-01 02:54:05,231.35807346811453
2025-01-01 02:57:52,233.42050707940112
2025-01-01 02:59:39,232.80704607999024
2025-01-01 03:00:40,228.469329759274
2025-01-01 03:01:31,230.54786932794087
2025-01-01 03:02:43,234.00492083543324
2025-01-01 03:03:31,233.15570983973535
2025-01-01 03:05:05,232.6432785039865
2025-01-01 03:06:38,231.9652290861928
2025-01-01 03:10:23,231.68326092935848
2025-01-01 03:11:55,231.9111549912384
2025-01-01 03:14:30,231.34519599793768
2025-01-01 03:16:03,229.59273825000437
2025-01-01 03:17:01,230.6009621465111
2025-01-01 03:18:01,230.1856853228391
2025-01-01 03:19:27,229.0201143618978
2025-01-01 03:23:06,230.0839216073452
2025-01-01 03:28:59,
2025-01-01 03:29:27,229.30513303943175
2025-01-01 03:31:19,232.30820640467223
2025-01-01 03:34:00,231.8892423393492
2025-01-01 03:35:36,229.06338884635383
2025-01-01 03:40:07,
2025-01-01 03:40:50,228.5615564284637
2025-01-01 03:41:24,228.5258270286142
2025-01-01 03:43:47,228.3877788118888
