timestamp,pH_units
2025-01-01 00:04:10,7.556471730132171
2025-01-01 00:12:11,7.633907876848389
2025-01-01 00:19:28,7.487083166267186
2025-01-01 00:24:58,7.614867944364504
2025-01-01 00:38:26,7.665975329444267
2025-01-01 00:45:37,7.873587203600922
2025-01-01 00:54:32,
2025-01-01 01:06:36,7.83394066474862
2025-01-01 01:19:11,7.975853562247549
2025-01-01 01:30:15,7.936491379687067
2025-01-01 01:35:13,8.080266428526008
2025-01-01 01:44:22,8.05680936677252
2025-01-01 01:56:58,8.026134258892684
2025-01-01 02:10:58,7.98540533691021
2025-01-01 02:15:31,8.029665761592609
2025-01-01 02:19:56,7.815153236357114
2025-01-01 02:28:15,7.744942891474517
2025-01-01 02:38:10,7.6866792372120605
2025-01-01 02:48:39,7.67875668895056
2025-01-01 02:59:39,7.453047657189773
2025-01-01 03:05:05,7.395994962494729
2025-01-01 03:16:03,7.289823536851253
2025-01-01 03:28:59,7.1571802382343375
2025-01-01 03:40:07,7.214168139406381
2025-01-01 03:45:13,6.993164059630333
2025-01-01 03:51:15,6.869270617023359
2025-01-01 04:00:04,6.641105270211539
2025-01-01 04:08:42,
2025-01-01 04:18:19,6.5412304674960575
2025-01-01 04:25:04,6.410604750395975
2025-01-01 04:32:13,6.463987182389321
2025-01-01 04:38:28,6.407180154675047
2025-01-01 04:46:30,6.651720350377111
2025-01-01 04:51:36,6.860914952446562
2025-01-01 04:51:46,6.670805283416538
2025-01-01 04:51:56,6.7764821946228055
2025-01-01 04:52:06,6.7987901414988325
2025-01-01 04:52:16,6.78652186112894
2025-01-01 04:52:26,6.660236866740762
2025-01-01 04:52:36,6.679582892138345
2025-01-01 04:52:46,6.744165248648655
2025-01-01 04:52:56,6.65581153067394
2025-01-01 04:53:06,6.89199536363705
2025-01-01 04:53:16,6.714907613195005
2025-01-01 04:53:26,6.542488821072399
2025-01-01 04:53:36,6.733319142051885
2025-01-01 04:53:46,6.616217678468064
2025-01-01 04:53:56,6.875623509602301
2025-01-01 04:54:06,6.798945949075828
2025-01-01 04:54:16,6.601077597339694
2025-01-01 04:54:26,6.755382981809314
2025-01-01 04:54:36,6.72144474445967
2025-01-01 04:54:46,6.7794359199870105
2025-01-01 04:54:56,6.749351947458026
2025-01-01 04:55:06,6.691367959086611
2025-01-01 04:55:16,6.749751764202369
2025-01-01 04:55:27,6.743917507400896
2025-01-01 04:55:37,6.804735856530304
2025-01-01 04:55:47,6.678581115163169
2025-01-01 04:55:57,
2025-01-01 04:56:07,6.625956895637536
2025-01-01 04:56:18,6.863403832006568
2025-01-01 04:56:28,6.732826719007863
2025-01-01 04:56:38,6.578691745784417
2025-01-01 04:56:48,6.74836127396183
2025-01-01 04:56:58,6.834795615820179
2025-01-01 04:57:08,6.692491629396086
2025-01-01 04:57:18,6.778092824031683
2025-01-01 04:57:28,6.719608471816442
2025-01-01 04:57:38,6.720299193293477
2025-01-01 04:57:49,6.80320842768453
2025-01-01 04:57:59,6.6850321236125145
2025-01-01 04:58:09,6.637670618017018
2025-01-01 04:58:19,6.662157037744081
2025-01-01 04:58:29,6.68512160750328
2025-01-01 04:58:39,6.740036887208827
2025-01-01 04:58:49,6.784873700536391
2025-01-01 04:58:59,6.711491467654977
2025-01-01 04:59:09,6.852263353646819
2025-01-01 04:59:19,6.769718494857163
2025-01-01 04:59:29,6.589483909676596
2025-01-01 04:59:39,6.774030885452594
2025-01-01 04:59:49,6.6295727822041375
2025-01-01 04:59:59,
2025-01-01 05:00:09,6.725548875990379
2025-01-01 05:00:20,6.704372185034889
2025-01-01 05:00:30,6.7256898891456975
2025-01-01 05:00:40,6.776368423590273
2025-01-01 05:00:50,6.736257649902032
2025-01-01 05:01:00,6.804072870363987
2025-01-01 05:01:10,6.536949035985097
2025-01-01 05:01:20,6.655672010342485
2025-01-01 05:01:30,6.605412546892111
2025-01-01 05:01:40,6.733369173503225
2025-01-01 05:01:50,6.754727740971255
2025-01-01 05:02:00,6.80193841507512
2025-01-01 05:02:10,6.861775565559943
2025-01-01 05:02:20,6.719689977166455
2025-01-01 05:02:31,6.717522774015816
2025-01-01 05:02:41,6.777847270147976
2025-01-01 05:02:51,6.923234249064966
2025-01-01 05:03:01,6.783934970356637
2025-01-01 05:03:11,6.775277579471912
2025-01-01 05:03:21,6.8060912631268415
2025-01-01 05:03:32,6.8393078429089815
2025-01-01 05:03:42,6.837941519640297
2025-01-01 05:03:52,6.8849608894340415
2025-01-01 05:04:02,6.567065327727246
2025-01-01 05:04:12,6.80174173254859
2025-01-01 05:04:22,6.659242660728231
2025-01-01 05:04:32,6.724674758495327
2025-01-01 05:04:42,6.601214105680143
2025-01-01 05:04:52,6.660241847138724
2025-01-01 05:05:02,6.73794444045288
2025-01-01 05:05:12,6.575107842741755
2025-01-01 05:05:22,
2025-01-01 05:05:32,6.825153902335691
2025-01-01 05:05:42,6.676256430170666
2025-01-01 05:05:52,6.5538501518601
2025-01-01 05:06:02,6.524678541162899
2025-01-01 05:06:12,6.675902558618837
2025-01-01 05:06:22,6.730890408662024
2025-01-01 05:06:32,6.834920833846832
2025-01-01 05:06:42,6.70429475387038
2025-01-01 05:06:52,6.709559953107749
2025-01-01 05:07:02,6.710019369518166
2025-01-01 05:07:12,6.898541080667705
2025-01-01 05:07:23,6.822640543792323
2025-01-01 05:07:33,6.699416958051763
2025-01-01 05:07:43,6.702817873716009
2025-01-01 05:07:53,6.715186762418529
2025-01-01 05:08:03,6.48157492313778
2025-01-01 05:08:13,6.502201468527803
2025-01-01 05:08:23,6.637376304407992
2025-01-01 05:08:33,6.721865491019903
2025-01-01 05:08:43,6.785314778922557
2025-01-01 05:08:54,6.570810460154677
2025-01-01 05:09:05,6.815523570596452
2025-01-01 05:09:15,6.835998473857918
2025-01-01 05:09:26,6.76800771080964
2025-01-01 05:09:36,
2025-01-01 05:09:46,6.474365179056439
2025-01-01 05:09:57,
2025-01-01 05:10:07,6.600580160214897
2025-01-01 05:10:17,6.772340248198597
2025-01-01 05:10:28,6.615796815514066
2025-01-01 05:10:38,6.808554684438837
2025-01-01 05:10:48,6.711110155964673
2025-01-01 05:10:58,
2025-01-01 05:11:08,6.475511048788874
2025-01-01 05:11:18,6.654386686646307
2025-01-01 05:11:28,6.560295761259193
2025-01-01 05:11:38,6.754824195233727
2025-01-01 05:11:48,6.632787723761815
2025-01-01 05:11:58,6.753235514735536
2025-01-01 05:12:08,6.733865660058171
