timestamp,VibAccel_m_s2
2025-01-01 00:04:10,28.01696617385205
2025-01-01 00:12:11,28.263625462791232
2025-01-01 00:19:28,27.909642507404808
2025-01-01 00:24:58,
2025-01-01 00:38:26,32.18984752651627
2025-01-01 00:45:37,29.309050121432747
2025-01-01 00:54:32,
2025-01-01 01:06:36,32.88792526962358
2025-01-01 01:19:11,33.92728836874828
2025-01-01 01:30:15,32.85890721919426
2025-01-01 01:35:13,31.838686218917815
2025-01-01 01:44:22,32.432826388023074
2025-01-01 01:56:58,33.06892199421239
2025-01-01 02:10:58,34.74730070453781
2025-01-01 02:15:31,32.689963689816096
2025-01-01 02:19:56,31.602990040292493
2025-01-01 02:28:15,31.270177186086567
2025-01-01 02:38:10,34.28326527311915
2025-01-01 02:48:39,29.640181573616434
2025-01-01 02:59:39,31.624556556678147
2025-01-01 03:05:05,25.079658874101614
2025-01-01 03:16:03,27.41181726993582
2025-01-01 03:28:59,25.54632825224298
2025-01-01 03:40:07,23.310979961078463
2025-01-01 03:45:13,24.084822928990764
2025-01-01 03:51:15,22.121941154806358
2025-01-01 04:00:04,22.32009090252356
2025-01-01 04:08:42,21.797282084940445
2025-01-01 04:18:19,19.422722119411343
2025-01-01 04:25:04,14.984497034938762
2025-01-01 04:32:13,15.39873136554734
2025-01-01 04:38:28,15.4346827338816
2025-01-01 04:46:30,18.717739855787777
2025-01-01 04:51:36,17.50681933769621
2025-01-01 04:51:46,17.966772111652617
2025-01-01 04:51:56,18.684993590330294
2025-01-01 04:52:06,18.011348699203506
2025-01-01 04:52:16,16.384967521085002
2025-01-01 04:52:26,15.608251321097626
2025-01-01 04:52:36,15.173510580589996
2025-01-01 04:52:46,19.05893265772185
2025-01-01 04:52:56,18.29802599960657
2025-01-01 04:53:06,18.8843882608934
2025-01-01 04:53:16,17.060102012785133
2025-01-01 04:53:26,16.828262204371484
2025-01-01 04:53:36,15.661594110792477
2025-01-01 04:53:46,
2025-01-01 04:53:56,18.24693263924413
2025-01-01 04:54:06,14.046703421209225
2025-01-01 04:54:16,18.87064162427551
2025-01-01 04:54:26,15.142395914602314
2025-01-01 04:54:36,19.82687153227805
2025-01-01 04:54:46,13.713330266150187
2025-01-01 04:54:56,15.601561135085944
2025-01-01 04:55:06,17.42863164011101
2025-01-01 04:55:16,17.74739270438208
2025-01-01 04:55:27,17.421526240668744
2025-01-01 04:55:37,16.110500900790445
2025-01-01 04:55:47,17.122729953591275
2025-01-01 04:55:57,15.372508722352576
2025-01-01 04:56:07,17.099631547888432
2025-01-01 04:56:18,16.910693231502854
2025-01-01 04:56:28,18.726168233943664
2025-01-01 04:56:38,16.541476879821097
2025-01-01 04:56:48,18.44586357144314
2025-01-01 04:56:58,17.5179504931914
2025-01-01 04:57:08,13.625646980336802
2025-01-01 04:57:18,16.932661599577347
2025-01-01 04:57:28,16.44756498828857
2025-01-01 04:57:38,15.038751098806852
2025-01-01 04:57:49,18.325847497920925
2025-01-01 04:57:59,16.848084356251647
2025-01-01 04:58:09,19.558689207336634
2025-01-01 04:58:19,16.747795739228174
2025-01-01 04:58:29,16.194669692222867
2025-01-01 04:58:39,14.94276038880389
2025-01-01 04:58:49,17.531302729988795
2025-01-01 04:58:59,17.005609866395208
2025-01-01 04:59:09,16.064865715059895
2025-01-01 04:59:19,13.219327005496076
2025-01-01 04:59:29,18.05907341379984
2025-01-01 04:59:39,16.6556195076235
2025-01-01 04:59:49,17.217539868487798
2025-01-01 04:59:59,18.36706060777341
2025-01-01 05:00:09,19.399535207168263
2025-01-01 05:00:20,
2025-01-01 05:00:30,17.062394222541148
2025-01-01 05:00:40,16.887414143884417
2025-01-01 05:00:50,19.31509273450692
2025-01-01 05:01:00,18.16363563514832
2025-01-01 05:01:10,16.048501400091787
2025-01-01 05:01:20,18.029276873968843
2025-01-01 05:01:30,14.852822037314477
2025-01-01 05:01:40,16.726266438946784
2025-01-01 05:01:50,18.28324231125489
2025-01-01 05:02:00,18.762392957593438
2025-01-01 05:02:10,14.794183001147278
2025-01-01 05:02:20,16.733317998748053
2025-01-01 05:02:31,15.404575874191844
2025-01-01 05:02:41,13.443633882010616
2025-01-01 05:02:51,16.14757155648034
2025-01-01 05:03:01,
2025-01-01 05:03:11,14.504671818228257
2025-01-01 05:03:21,19.78470318830072
2025-01-01 05:03:32,15.994825830855293
2025-01-01 05:03:42,16.352046816915333
2025-01-01 05:03:52,16.997987467550683
2025-01-01 05:04:02,16.061522274963203
2025-01-01 05:04:12,18.509399016090857
2025-01-01 05:04:22,16.321756514199162
2025-01-01 05:04:32,17.04736711198827
2025-01-01 05:04:42,14.76510945864432
2025-01-01 05:04:52,17.76881504329991
2025-01-01 05:05:02,20.601159522090903
2025-01-01 05:05:12,20.811310484404142
2025-01-01 05:05:22,15.474526998574728
2025-01-01 05:05:32,17.134278732062295
2025-01-01 05:05:42,15.59487818339548
2025-01-01 05:05:52,16.050956748399685
2025-01-01 05:06:02,14.117630886905502
2025-01-01 05:06:12,15.637644786411528
2025-01-01 05:06:22,14.817489076328048
2025-01-01 05:06:32,15.543738667942472
2025-01-01 05:06:42,16.49911182960489
2025-01-01 05:06:52,16.950051376942945
2025-01-01 05:07:02,16.61505226813295
2025-01-01 05:07:12,13.3409668194745
2025-01-01 05:07:23,17.78666326732454
2025-01-01 05:07:33,15.380291968218144
2025-01-01 05:07:43,17.80039506901725
2025-01-01 05:07:53,16.85950667253159
2025-01-01 05:08:03,16.66523145375058
2025-01-01 05:08:13,13.125017654048843
2025-01-01 05:08:23,17.178832292294313
2025-01-01 05:08:33,14.06870673986564
2025-01-01 05:08:43,18.79894765499309
2025-01-01 05:08:54,18.12715699610598
2025-01-01 05:09:05,16.82739366306425
2025-01-01 05:09:15,17.411990257484334
2025-01-01 05:09:26,15.082560576709314
2025-01-01 05:09:36,16.5219530383747
2025-01-01 05:09:46,17.738763046318564
2025-01-01 05:09:57,15.029275755313844
2025-01-01 05:10:07,15.80863835689216
2025-01-01 05:10:17,17.5644787352996
2025-01-01 05:10:28,13.581837279852678
2025-01-01 05:10:38,18.572093063274483
2025-01-01 05:10:48,15.5760623697917
2025-01-01 05:10:58,16.69840488709847
2025-01-01 05:11:08,16.389103019580897
2025-01-01 05:11:18,16.626251800274964
2025-01-01 05:11:28,15.541102925236466
2025-01-01 05:11:38,17.154294172535003
2025-01-01 05:11:48,14.67178131359737
2025-01-01 05:11:58,
2025-01-01 05:12:08,18.143774712136317
2025-01-01 05:12:18,13.600354868375918
2025-01-01 05:12:28,16.981416917764086
2025-01-01 05:12:38,14.577850754982082
2025-01-01 05:12:48,17.385085713046557
2025-01-01 05:12:58,15.77651646549356
2025-01-01 05:13:08,17.733560941536254
2025-01-01 05:13:18,19.69284543495429
2025-01-01 05:13:28,15.03209241807268
2025-01-01 05:13:38,16.489532432359546
2025-01-01 05:13:48,16.58616683173787
2025-01-01 05:13:58,13.254220977030894
2025-01-01 05:14:08,15.466962866267057
2025-01-01 05:14:18,18.541661520697257
2025-01-01 05:14:28,15.895407606997336
2025-01-01 05:14:38,16.473602576374848
2025-01-01 05:14:48,16.423739590477773
2025-01-01 05:14:58,14.976939576069247
2025-01-01 05:15:08,14.80621818084951
2025-01-01 05:15:18,15.9287978861041
2025-01-01 05:15:28,18.33343580677745
2025-01-01 05:15:38,16.6543676043998
2025-01-01 05:15:48,16.440667838284917
2025-01-01 05:15:58,16.658245431712228
2025-01-01 05:16:08,15.854443141701918
2025-01-01 05:16:18,18.192171489369738
2025-01-01 05:16:28,16.325431453376325
2025-01-01 05:16:38,16.657807939823044
2025-01-01 05:16:48,18.02886655222701
