timestamp,VibVelocity_mm_s
2025-01-01 00:01:08,10.416589638176522
2025-01-01 00:04:10,10.84012262272869
2025-01-01 00:07:52,10.351610929458976
2025-01-01 00:12:11,10.600138626798332
2025-01-01 00:15:48,10.51901612065831
2025-01-01 00:19:28,10.677339524116045
2025-01-01 00:21:54,10.14118675153262
2025-01-01 00:24:58,11.3033261339827
2025-01-01 00:31:25,11.859204678708071
2025-01-01 00:38:26,11.858698256943525
2025-01-01 00:42:23,13.072081009437955
2025-01-01 00:45:37,12.325464335804282
2025-01-01 00:52:36,
2025-01-01 00:54:32,12.002651962416328
2025-01-01 00:57:46,12.22006598761162
2025-01-01 01:06:36,11.593295448827575
2025-01-01 01:12:24,12.482201492450406
2025-01-01 01:19:11,13.358498582533034
2025-01-01 01:21:49,14.18968825313634
2025-01-01 01:30:15,13.42929444991892
2025-01-01 01:33:10,13.892362544907195
2025-01-01 01:35:13,13.513337391812916
2025-01-01 01:38:43,
2025-01-01 01:44:22,13.027398943777602
2025-01-01 01:50:05,14.261055590602874
2025-01-01 01:56:58,14.24538528691966
2025-01-01 02:05:03,12.903908590787765
2025-01-01 02:10:58,12.074395907945084
2025-01-01 02:13:19,12.659124217271684
2025-01-01 02:15:31,13.21506909172955
2025-01-01 02:17:20,11.986062123188546
2025-01-01 02:19:56,11.86680510927754
2025-01-01 02:24:57,
2025-01-01 02:28:15,12.717481352107203
2025-01-01 02:34:13,11.375611973334276
2025-01-01 02:38:10,12.936844050826036
2025-01-01 02:45:12,12.407291932382416
2025-01-01 02:48:39,13.25980253790556
2025-01-01 02:53:52,12.101034735149494
2025-01-01 02:59:39,11.807767518496432
2025-01-01 03:01:39,12.010476325174244
2025-01-01 03:05:05,10.662014596715974
2025-01-01 03:10:48,10.875362779614589
2025-01-01 03:16:03,11.539374888183994
2025-01-01 03:18:06,10.389456525821602
2025-01-01 03:28:59,9.912900738218353
2025-01-01 03:33:33,9.969878008823931
2025-01-01 03:40:07,9.051932000170677
2025-01-01 03:43:01,
2025-01-01 03:45:13,9.151477437074398
2025-01-01 03:47:33,9.661307379014069
2025-01-01 03:51:15,8.779837905107824
2025-01-01 03:52:42,8.661553462214759
2025-01-01 04:00:04,8.950038953246777
2025-01-01 04:06:16,8.519053364178575
2025-01-01 04:08:42,8.548068746583612
2025-01-01 04:15:27,8.44811529566842
2025-01-01 04:18:19,7.957344723842694
2025-01-01 04:20:07,7.975111035267911
2025-01-01 04:25:04,7.222598513009711
2025-01-01 04:28:07,6.572273818917078
2025-01-01 04:32:13,8.242025104082934
2025-01-01 04:37:08,6.706348298429223
2025-01-01 04:38:28,7.376908880586324
2025-01-01 04:41:25,7.465796431546934
2025-01-01 04:46:30,7.456801174817069
2025-01-01 04:50:03,8.057926274886071
2025-01-01 04:51:36,
2025-01-01 04:51:41,6.617473360234039
2025-01-01 04:51:46,6.959736514420713
2025-01-01 04:51:51,6.833910001924272
2025-01-01 04:51:56,7.05059550130716
2025-01-01 04:52:01,7.404610987131732
2025-01-01 04:52:06,7.970193584076354
2025-01-01 04:52:11,6.525960800248978
2025-01-01 04:52:16,5.511153321232754
2025-01-01 04:52:21,6.381962272180132
2025-01-01 04:52:26,7.228320776130242
2025-01-01 04:52:31,6.201485146959405
2025-01-01 04:52:36,6.577025410408702
2025-01-01 04:52:41,6.29984629294764
2025-01-01 04:52:46,6.842793183642654
2025-01-01 04:52:51,7.172690048565928
2025-01-01 04:52:56,5.331666778561614
2025-01-01 04:53:01,7.837469961952251
2025-01-01 04:53:06,6.788594229962557
2025-01-01 04:53:11,6.784541516922067
2025-01-01 04:53:16,6.9192233207438845
2025-01-01 04:53:21,7.295249183324071
2025-01-01 04:53:26,7.367444280550081
2025-01-01 04:53:31,7.736537201807087
2025-01-01 04:53:36,6.3578681493030365
2025-01-01 04:53:41,
2025-01-01 04:53:46,7.207629553711249
2025-01-01 04:53:51,5.862958451271212
2025-01-01 04:53:56,6.881573872263791
2025-01-01 04:54:01,6.413810012186149
2025-01-01 04:54:06,7.068292808354079
2025-01-01 04:54:11,6.855345947197802
2025-01-01 04:54:16,7.130087772883674
2025-01-01 04:54:21,6.475402434167947
2025-01-01 04:54:26,6.290123738582671
2025-01-01 04:54:31,6.24713395819322
2025-01-01 04:54:36,6.733072726197641
2025-01-01 04:54:41,6.363363598507665
2025-01-01 04:54:46,6.227033100970929
2025-01-01 04:54:51,7.1017665026
2025-01-01 04:54:56,6.208682036043513
2025-01-01 04:55:01,7.260223456610594
2025-01-01 04:55:06,7.154505409295761
2025-01-01 04:55:11,6.678243249142849
2025-01-01 04:55:16,6.571564731003072
2025-01-01 04:55:21,7.68134810984815
2025-01-01 04:55:27,6.889755440108667
2025-01-01 04:55:32,7.787433560035707
2025-01-01 04:55:37,7.663757136224426
2025-01-01 04:55:42,7.244997874396809
